,country,year,Adjusted savings: mineral depletion (current US$),Adjusted savings: energy depletion (current US$),Population (Total),Population growth (annual %),Urban population (% of total),Rural population (% of total population),Urban population,Rural population,Urban population growth (annual %),Population density (people per sq. km of land area),Urban_Pop_5_Years_Future
4057,Lithuania,1997,0.0,14415231.5819814,3575137.0,-0.737830358066631,67.1654,32.834599999999995,2401255.0,1173882.0,-0.8268463535942042,57.03792278238672,2301539
4058,Lithuania,1998,0.0,13277654.4180341,3549331.0,-0.724436206600195,67.1056,32.894400000000005,2381800.0,1167531.0,-0.8135012995531843,56.62621250797703,2280522
4059,Lithuania,1999,0.0,16071097.396018399,3524238.0,-0.7094892340716129,67.0458,32.9542,2362854.0,1161384.0,-0.7986293921238117,56.22587747287811,2252685
4060,Lithuania,2000,0.0,39782051.4846356,3499536.0,-0.703385440488978,66.986,33.014,2344199.0,1155337.0,-0.7926444708430772,55.83178047223995,2213967
4061,Lithuania,2001,0.0,48575071.623060495,3470818.0,-0.824008723044179,66.9158,33.0842,2322526.0,1148292.0,-0.928837924574074,55.37361199744735,2181297
4062,Lithuania,2002,0.0,46410127.7602233,3443067.0,-0.802765710748508,66.8456,33.154399999999995,2301539.0,1141528.0,-0.9077356874417112,54.93087109125718,2157903
4068,Luxembourg,1972,0.0,0.0,346600.0,1.2130403118934199,75.5432,24.4568,261833.0,84767.0,1.9900098752245208,168.45559845559842,283287
4069,Luxembourg,1973,0.0,0.0,350450.0,1.1046665664827902,76.1278,23.87220000000001,266790.0,83660.0,1.8754936127377368,168.45559845559842,285783
4070,Luxembourg,1974,0.0,0.0,355050.0,1.30405816817688,76.7124,23.2876,272367.0,82683.0,2.0688589482555897,168.45559845559842,288445
4071,Luxembourg,1975,0.0,0.0,358950.0,1.09244783943894,77.297,22.703000000000007,277458.0,81492.0,1.8519148818151827,168.45559845559842,291473
4072,Luxembourg,1976,0.0,0.0,360731.0,0.4949425191809529,77.846,22.154,280815.0,79916.0,1.2026519147975083,168.45559845559842,292791
4073,Luxembourg,1977,0.0,0.0,361358.0,0.173662846984142,78.395,21.605000000000004,283287.0,78071.0,0.8764428503754248,168.45559845559842,293490
4074,Luxembourg,1978,0.0,0.0,362007.0,0.179439197124502,78.944,21.056,285783.0,76224.0,0.8772263539184479,168.45559845559842,294027
4075,Luxembourg,1979,0.0,0.0,362856.0,0.234251269062172,79.493,20.507000000000005,288445.0,74411.0,0.9271644954688016,168.45559845559842,294788
4076,Luxembourg,1980,0.0,0.0,364150.0,0.355980931791434,80.042,19.958,291473.0,72677.0,1.044295061790302,168.45559845559842,295818
4077,Luxembourg,1981,0.0,0.0,365225.0,0.294773135465379,80.1674,19.8326,292791.0,72434.0,0.4511666765954495,168.45559845559842,297353
4078,Luxembourg,1982,0.0,0.0,365525.0,0.082107428492381,80.2928,19.7072,293490.0,72035.0,0.23845232276216524,168.45559845559842,299493
4079,Luxembourg,1983,0.0,0.0,365622.0,0.0265336520751997,80.4182,19.5818,294027.0,71595.0,0.18280327191934745,168.45559845559842,301881
4080,Luxembourg,1984,0.0,0.0,365998.0,0.1027856081308,80.5436,19.4564,294788.0,71210.0,0.2584854066953227,168.45559845559842,305041
4081,Luxembourg,1985,0.0,0.0,366706.0,0.19325681867559102,80.669,19.331000000000003,295818.0,70888.0,0.3487946428679811,168.45559845559842,309096
4082,Luxembourg,1986,0.0,0.0,368355.0,0.44867099908019,80.7246,19.275400000000005,297353.0,71002.0,0.5175584869999165,168.45559845559842,314771
4083,Luxembourg,1987,0.0,0.0,370750.0,0.648083393492208,80.7802,19.219800000000006,299493.0,71257.0,0.7171059772949865,168.45559845559842,320507
4084,Luxembourg,1988,0.0,0.0,373450.0,0.7256145785034258,80.8358,19.164199999999994,301881.0,71569.0,0.7941854990491419,168.45559845559842,326385
4085,Luxembourg,1989,0.0,0.0,377100.0,0.9726277461235819,80.8914,19.1086,305041.0,72059.0,1.041329381680974,168.45559845559842,332428
4086,Luxembourg,1990,0.0,0.0,381850.0,1.25174570700817,80.947,19.053,309096.0,72754.0,1.3205714455955109,168.45559845559842,338722
4087,Luxembourg,1991,0.0,0.0,387000.0,1.3396831695388602,81.3362,18.663799999999995,314771.0,72229.0,1.819348205906795,168.45559845559842,344075
4088,Luxembourg,1992,0.0,0.0,392175.0,1.32834757125223,81.7254,18.274600000000007,320507.0,71668.0,1.8058726678304515,168.45559845559842,349136
4089,Luxembourg,1993,0.0,0.0,397475.0,1.3423870292468798,82.1146,17.885400000000004,326385.0,71090.0,1.8173549155743824,168.45559845559842,354235
4090,Luxembourg,1994,0.0,0.0,402925.0,1.36184013740089,82.5038,17.4962,332428.0,70497.0,1.8345629142466413,168.45559845559842,359792
4091,Luxembourg,1995,0.0,0.0,408625.0,1.4047424635592902,82.89299999999999,17.107,338722.0,69903.0,1.8756416657017252,168.45559845559842,365410
4092,Luxembourg,1996,0.0,0.0,414225.0,1.36114394109864,83.0648,16.935199999999995,344075.0,70150.0,1.567994491451758,168.45559845559842,369941
4093,Luxembourg,1997,0.0,0.0,419450.0,1.2535024836942699,83.2366,16.763400000000004,349136.0,70314.0,1.4601874243176762,168.45559845559842,373995
4094,Luxembourg,1998,1465306.85600732,0.0,424700.0,1.24387080269218,83.4084,16.5916,354235.0,70465.0,1.449900358740474,168.45559845559842,378726
4095,Luxembourg,1999,1617096.81721225,0.0,430475.0,1.35062128530242,83.5802,16.419799999999995,359792.0,70683.0,1.5565551998299405,168.45559845559842,384309
4096,Luxembourg,2000,1663459.95867429,0.0,436300.0,1.34408299573143,83.75200000000001,16.248000000000005,365410.0,70890.0,1.5493924143698885,168.45559845559842,390398
4097,Luxembourg,2001,1608770.38995298,0.0,441525.0,1.1904563452870702,83.7872,16.2128,369941.0,71584.0,1.2323522625623349,170.47297297297297,397864
4098,Luxembourg,2002,1450291.22474607,0.0,446175.0,1.04766081596443,83.8224,16.177599999999998,373995.0,72180.0,1.0898894877409668,172.26833976833976,405264
4104,"Macao SAR, China",1972,0.0,0.0,254282.0,0.15782340832961902,97.3756,2.6243999999999943,247609.0,6673.0,0.3345533277733879,9081.5,239201
4105,"Macao SAR, China",1973,0.0,0.0,252845.0,-0.566723462199544,97.5474,2.452600000000004,246644.0,6201.0,-0.3904887683857913,9030.17857142857,238258
4106,"Macao SAR, China",1974,0.0,0.0,250550.0,-0.911815135483586,97.7192,2.2807999999999997,244835.0,5715.0,-0.7361487141302768,8948.214285714286,239168
4107,"Macao SAR, China",1975,0.0,0.0,248213.0,-0.937125289163039,97.891,2.1089999999999947,242978.0,5235.0,-0.7613610012006514,8864.75,242589
4108,"Macao SAR, China",1976,0.0,0.0,245915.0,-0.930130074573616,98.0166,1.9834000000000032,241038.0,4877.0,-0.8016306852992137,8782.67857142857,248955
4109,"Macao SAR, China",1977,0.0,0.0,243729.0,-0.892899544802019,98.1422,1.8577999999999972,239201.0,4528.0,-0.7650394739849207,8704.607142857143,257952
4110,"Macao SAR, China",1978,0.0,0.0,242458.0,-0.522845281923545,98.2678,1.732200000000006,238258.0,4200.0,-0.3950082524980713,8659.214285714286,269049
4111,"Macao SAR, China",1979,0.0,0.0,243073.0,0.253331024756445,98.3934,1.6066000000000005,239168.0,3905.0,0.3812113718254804,8681.17857142857,281418
4112,"Macao SAR, China",1980,0.0,0.0,246236.0,1.2928615895463,98.51899999999999,1.4809999999999943,242589.0,3647.0,1.4202419491987792,8794.142857142857,294377
4113,"Macao SAR, China",1981,0.0,0.0,252258.0,2.4161947655563303,98.6906,1.3093999999999966,248955.0,3303.0,2.5903503885785333,9009.214285714286,307538
4114,"Macao SAR, China",1982,0.0,0.0,260921.0,3.37653062132142,98.8622,1.1377999999999986,257952.0,2969.0,3.550136386039868,9318.607142857143,321143
4115,"Macao SAR, China",1983,0.0,0.0,271674.0,4.03851385605395,99.0338,0.9662000000000006,269049.0,2625.0,4.211999804606353,9702.642857142857,334637
4116,"Macao SAR, China",1984,0.0,0.0,283672.0,4.321582306517009,99.2054,0.7946000000000026,281418.0,2254.0,4.494758937216607,10131.142857142857,347372
4117,"Macao SAR, China",1985,0.0,0.0,296222.0,4.32905320759805,99.37700000000001,0.6230000000000047,294377.0,1845.0,4.502015028338437,10579.357142857143,358882
4118,"Macao SAR, China",1986,0.0,0.0,309226.0,4.29632279324175,99.4542,0.5457999999999998,307538.0,1688.0,4.3737398044502935,11043.785714285714,368717
4119,"Macao SAR, China",1987,0.0,0.0,322655.0,4.25112397829689,99.5314,0.468599999999995,321143.0,1512.0,4.328784995071974,11523.392857142857,377126
4120,"Macao SAR, China",1988,0.0,0.0,335952.0,4.038465168530069,99.6086,0.3914000000000044,334637.0,1315.0,4.115985543797366,11998.285714285714,384468
4121,"Macao SAR, China",1989,0.0,0.0,348467.0,3.6575241566607897,99.6858,0.3141999999999996,347372.0,1095.0,3.734988958930292,12445.25,391315
4122,"Macao SAR, China",1990,0.0,0.0,359735.0,3.18241150943295,99.76299999999999,0.2369999999999948,358882.0,853.0,3.259739182451222,12847.678571428569,398100
4123,"Macao SAR, China",1991,0.0,0.0,369484.0,2.67397884153434,99.7924,0.2075999999999993,368717.0,767.0,2.7035768474184465,13195.857142857143,404939
4124,"Macao SAR, China",1992,0.0,0.0,377799.0,2.22548704692085,99.8218,0.1782000000000039,377126.0,673.0,2.2549936992411963,13492.821428571431,411809
4125,"Macao SAR, China",1993,0.0,0.0,385041.0,1.8987513963463998,99.8512,0.14879999999999427,384468.0,573.0,1.928121139840649,13751.464285714286,418659
4126,"Macao SAR, China",1994,0.0,0.0,391783.0,1.7358292960411799,99.8806,0.11939999999999885,391315.0,468.0,1.7652301726092328,13992.25,425371
4127,"Macao SAR, China",1995,0.0,0.0,398459.0,1.6896492030669998,99.91,0.09000000000000341,398100.0,359.0,1.7190367765360468,14230.678571428569,431907
4128,"Macao SAR, China",1996,0.0,0.0,405231.0,1.68526677622262,99.928,0.07200000000000273,404939.0,292.0,1.7033208472394927,14472.535714285714,438080
4129,"Macao SAR, China",1997,0.0,0.0,412031.0,1.6641314359826898,99.946,0.05400000000000205,411809.0,222.0,1.682321114574821,14715.392857142857,444150
4130,"Macao SAR, China",1998,0.0,0.0,418810.0,1.6318767219872001,99.964,0.036000000000001364,418659.0,151.0,1.6497096466040453,14957.5,450711
4131,"Macao SAR, China",1999,0.0,0.0,425448.0,1.5725374922339,99.98200000000001,0.018000000000000682,425371.0,77.0,1.590498321887328,15194.571428571431,458542
4132,"Macao SAR, China",2000,0.0,0.0,431907.0,1.50675559111527,100.0,0.0,431907.0,0.0,1.5248557981417286,15425.25,468149
4133,"Macao SAR, China",2001,0.0,0.0,438080.0,1.41912548093385,100.0,0.0,438080.0,0.0,1.4191254809338507,15645.714285714286,479808
4134,"Macao SAR, China",2002,0.0,0.0,444150.0,1.3760801115625803,100.0,0.0,444150.0,0.0,1.3760801115625831,15862.5,493206
4140,"Macedonia, FYR",1972,0.0,0.0,1723445.0,0.861458656258665,48.475,51.525,835440.0,888005.0,2.311902250021897,67.77211954384586,942461
4141,"Macedonia, FYR",1973,0.0,0.0,1737547.0,0.814915379244629,49.173,50.827,854404.0,883143.0,2.2445617671618443,68.32666142351553,967361
4142,"Macedonia, FYR",1974,0.0,0.0,1753342.0,0.904933258440393,49.871,50.129,874409.0,878933.0,2.314407973863355,68.94777821470704,991483
4143,"Macedonia, FYR",1975,0.0,0.0,1772405.0,1.08137003377732,50.568999999999996,49.431000000000004,896287.0,876118.0,2.4712444604288475,69.69740464018875,1013626
4144,"Macedonia, FYR",1976,0.0,0.0,1795556.0,1.2977341908606799,51.148999999999994,48.851000000000006,918409.0,877147.0,2.4382150983019857,70.60778607943374,1030572
4145,"Macedonia, FYR",1977,0.0,0.0,1821920.0,1.4576166798706103,51.729,48.271,942461.0,879459.0,2.585171398682012,71.64451435312623,1045192
4146,"Macedonia, FYR",1978,0.0,0.0,1849320.0,1.49271138729917,52.309,47.691,967361.0,881959.0,2.6077206176201737,72.7219819111286,1058442
4147,"Macedonia, FYR",1979,0.0,0.0,1874648.0,1.3602904511783303,52.888999999999996,47.111000000000004,991483.0,883165.0,2.4630056742205726,73.7179709005112,1071814
4148,"Macedonia, FYR",1980,0.0,0.0,1895727.0,1.11814976589527,53.468999999999994,46.531000000000006,1013626.0,882101.0,2.2087477748298787,74.54687377113646,1086343
4149,"Macedonia, FYR",1981,0.0,0.0,1911496.0,0.828377543081884,53.9144,46.0856,1030572.0,880924.0,1.657998706304222,75.16696814785685,1102196
4150,"Macedonia, FYR",1982,0.0,0.0,1922729.0,0.585934948396225,54.3598,45.6402,1045192.0,877537.0,1.4086612694238,75.60869052300433,1119394
4151,"Macedonia, FYR",1983,0.0,0.0,1931280.0,0.443746448518335,54.8052,45.1948,1058442.0,872838.0,1.259741497343687,75.94494691309477,1136381
4152,"Macedonia, FYR",1984,0.0,0.0,1939913.0,0.4460131184978689,55.2506,44.7494,1071814.0,868099.0,1.2554524560802172,76.28442784113254,1150886
4153,"Macedonia, FYR",1985,0.0,0.0,1950487.0,0.543595827583132,55.696000000000005,44.303999999999995,1086343.0,864144.0,1.346446945106416,76.70023594180104,1161391
4154,"Macedonia, FYR",1986,0.0,0.0,1964188.0,0.6999843380715319,56.1146,43.8854,1102196.0,861992.0,1.4487543772160485,77.2390090444357,1166324
4155,"Macedonia, FYR",1987,0.0,0.0,1980064.0,0.8050239051007361,56.5332,43.4668,1119394.0,860670.0,1.5482914091476594,77.86331104994102,1167215
4156,"Macedonia, FYR",1988,0.0,0.0,1995338.0,0.768429213379097,56.9518,43.0482,1136381.0,858957.0,1.5061183946683052,78.46394022807708,1166632
4157,"Macedonia, FYR",1989,0.0,0.0,2006063.0,0.536063527907084,57.3704,42.6296,1150886.0,855177.0,1.268342913209095,78.88568619740464,1168273
4158,"Macedonia, FYR",1990,0.0,12224015.5094056,2009710.0,0.18163382256151603,57.788999999999994,42.211000000000006,1161391.0,848319.0,0.908634413242413,79.02909948879277,1174799
4159,"Macedonia, FYR",1991,0.0,9123753.64229799,2004813.0,-0.24396434788665,58.1762,41.8238,1166324.0,838489.0,0.4238497741393331,78.83653165552495,1178254
4160,"Macedonia, FYR",1992,0.0,8482933.65434769,1993080.0,-0.5869608659222529,58.5634,41.4366,1167215.0,825865.0,0.0763647012798452,78.37514746362564,1186635
4161,"Macedonia, FYR",1993,3423410.71872967,4568707.13767994,1978999.0,-0.70900196021797,58.9506,41.0494,1166632.0,812367.0,-0.049960431178788574,77.82143138025954,1197937
4162,"Macedonia, FYR",1994,4714782.48069491,4467262.52473716,1968851.0,-0.5141037451364739,59.3378,40.6622,1168273.0,800578.0,0.14056248714085884,77.42237514746363,1209173
4163,"Macedonia, FYR",1995,11279419.868125802,7489313.18833463,1967013.0,-0.0933975428830274,59.725,40.275,1174799.0,792214.0,0.5570479161774781,77.35009830908376,1218164
4164,"Macedonia, FYR",1996,9443956.63444608,5708268.06024357,1975207.0,0.41570545530738895,59.6522,40.3478,1178254.0,796953.0,0.2936612547957557,77.67231616201337,1224599
4165,"Macedonia, FYR",1997,13931399.702463198,4116365.94106345,1991687.0,0.830881531490202,59.5794,40.4206,1186635.0,805052.0,0.7087888765302647,78.32036964215494,1228870
4166,"Macedonia, FYR",1998,2078275.96036746,334028.263617113,2013117.0,1.07022488719157,59.5066,40.4934,1197937.0,815180.0,0.9479340217892452,79.16307510813998,1231402
4167,"Macedonia, FYR",1999,3330853.57849982,1232354.6502673,2034487.0,1.05594314885475,59.4338,40.5662,1209173.0,825314.0,0.9335744197034224,80.00342115611483,1233003
4168,"Macedonia, FYR",2000,4699730.26699413,2371097.88380429,2052129.0,0.8634092166811421,59.361000000000004,40.639,1218164.0,833965.0,0.7408152324413614,80.69716869838774,1234275
4169,"Macedonia, FYR",2001,3748205.4933384005,5898173.2913696,2065098.0,0.6299892084390539,59.2998,40.7002,1224599.0,840499.0,0.5268636282360459,81.20715690129768,1237055
4170,"Macedonia, FYR",2002,7354617.99715527,2961875.23533192,2074441.0,0.45140368842135603,59.2386,40.7614,1228870.0,845571.0,0.34816044663843443,81.57455760912308,1239283
4176,Madagascar,1972,0.0,0.0,6952383.0,2.8009518800276,14.9936,85.0064,1042412.0,5909971.0,5.82613295753167,11.95512432506792,1382236
4177,Madagascar,1973,0.0,0.0,7152391.0,2.83622278938152,15.4404,84.5596,1104358.0,6048033.0,5.772691199346827,12.299052515734086,1459296
4178,Madagascar,1974,654.344589952745,0.0,7360271.0,2.86500463158619,15.8872,84.1128,1169341.0,6190930.0,5.717617161142017,12.656517178525982,1538749
4179,Madagascar,1975,226.82307893676798,0.0,7575757.0,2.8856527680668096,16.334,83.666,1237424.0,6338333.0,5.6591457170617625,13.027060907246275,1620205
4180,Madagascar,1976,0.0,0.0,7799642.0,2.9124554810565697,16.772000000000002,83.22800000000002,1308156.0,6491486.0,5.558671254505386,13.412047322626133,1707385
4181,Madagascar,1977,0.0,0.0,8031589.0,2.93045561150738,17.21,82.78999999999998,1382236.0,6649353.0,5.508396579237214,13.810896928844107,1796892
4182,Madagascar,1978,0.0,0.0,8268902.0,2.91193398548673,17.648,82.352,1459296.0,6809606.0,5.4251649876786985,14.218973759328678,1889573
4183,Madagascar,1979,6545.1278752343605,0.0,8507958.0,2.85002296192117,18.086,81.914,1538749.0,6969209.0,5.301562099058572,14.630047804106338,1986700
4184,Madagascar,1980,28941.1893274899,0.0,8746516.0,2.76534888541784,18.524,81.476,1620205.0,7126311.0,5.158293581008546,15.040265501943116,2089346
4185,Madagascar,1981,4254.01514573056,0.0,8983494.0,2.67334438494729,19.0058,80.9942,1707385.0,7276109.0,5.241027581965367,15.447766275750597,2202692
4186,Madagascar,1982,8147.028769650391,0.0,9220693.0,2.60613039346008,19.4876,80.5124,1796892.0,7423801.0,5.109554556048326,15.85564707500774,2322510
4187,Madagascar,1983,11348.304830416999,0.0,9462343.0,2.5869829382412406,19.9694,80.03059999999998,1889573.0,7572770.0,5.029237179212876,16.27118168999553,2448888
4188,Madagascar,1984,7919.020118363871,0.0,9714342.0,2.62833234055085,20.4512,79.5488,1986700.0,7727642.0,5.012409317136223,16.704512157375245,2581691
4189,Madagascar,1985,7329.670154765359,0.0,9981113.0,2.7091256929577594,20.933000000000003,79.06700000000002,2089346.0,7891767.0,5.037612755529191,17.163244144856762,2720879
4190,Madagascar,1986,8594.89282493978,0.0,10264368.0,2.7983872987816203,21.4596,78.5404,2202692.0,8061676.0,5.282915034790989,17.650321559995874,2857012
4191,Madagascar,1987,129174.457016008,0.0,10563491.0,2.8725330628396804,21.9862,78.0138,2322510.0,8240981.0,5.296824870656356,18.164685146335593,2999504
4192,Madagascar,1988,240068.813932942,0.0,10877757.0,2.93162513186163,22.5128,77.4872,2448888.0,8428869.0,5.298554657037566,18.705088214052342,3148828
4193,Madagascar,1989,96788.36868055869,0.0,11205548.0,2.96889507089967,23.0394,76.9606,2581691.0,8623857.0,5.281056662004626,19.26874849537435,3305578
4194,Madagascar,1990,55826.779093393,0.0,11545782.0,2.9911162667687203,23.566,76.434,2720879.0,8824903.0,5.251037927502755,19.85380541321319,3470214
4195,Madagascar,1991,39523.968784399905,0.0,11898267.0,3.00725837975227,24.011999999999997,75.988,2857012.0,9041255.0,4.882133358273006,20.459928809712146,3617956
4196,Madagascar,1992,0.0,0.0,12263899.0,3.0267146789357997,24.458000000000002,75.542,2999504.0,9264395.0,4.867061821588852,21.088659421535922,3772315
4197,Madagascar,1993,0.0,0.0,12643864.0,3.0512132156053196,24.904,75.096,3148828.0,9495036.0,4.858337844696984,21.74203666127868,3932874
4198,Madagascar,1994,0.0,0.0,13039754.0,3.0830653084205895,25.35,74.65,3305578.0,9734176.0,4.858102443565056,22.422798087835744,4098982
4199,Madagascar,1995,30047.872192118197,0.0,13452526.0,3.11642038159439,25.796,74.20400000000002,3470214.0,9982312.0,4.860491897856706,23.13258933177425,4270150
4200,Madagascar,1996,56543.4521580987,0.0,13882646.0,3.1472675810240096,26.061,73.939,3617956.0,10264690.0,4.169296195710482,23.872211713725623,4458277
4201,Madagascar,1997,2501.91409380844,0.0,14329239.0,3.16625641405286,26.326,73.67399999999999,3772315.0,10556924.0,4.177964587466389,24.64016060804072,4652315
4202,Madagascar,1998,0.0,0.0,14790245.0,3.1665706775697005,26.590999999999998,73.40899999999998,3932874.0,10857371.0,4.168158496454689,25.432893696048428,4852269
4203,Madagascar,1999,0.0,0.0,15262817.0,3.14517672496077,26.855999999999998,73.14399999999999,4098982.0,11163835.0,4.1368193874386785,26.24551535577948,5058190
4204,Madagascar,2000,0.0,0.0,15744811.0,3.1091241588305802,27.121,72.87899999999999,4270150.0,11474661.0,4.091030523154791,27.074338824500465,5270194
4205,Madagascar,2001,0.0,0.0,16235767.0,3.07057973781428,27.4596,72.5404,4458277.0,11777490.0,4.311341309096123,27.91857309901297,5541884
4206,Madagascar,2002,0.0,0.0,16736029.0,3.03471726242472,27.7982,72.20179999999998,4652315.0,12083714.0,4.260257665558994,28.778809712143623,5823007
4212,Malawi,1972,0.0,0.0,4812216.0,3.08139347824359,6.6926,93.3074,322062.0,4490154.0,7.977700739197904,51.04174798472635,465425
4213,Malawi,1973,0.0,0.0,4967159.0,3.1690362001719903,7.0124,92.9876,348317.0,4618842.0,7.836891108573543,52.68518243529911,497740
4214,Malawi,1974,0.0,0.0,5129915.0,3.2241042957352994,7.3322,92.6678,376136.0,4753779.0,7.683779543982848,54.411487059821816,530867
4215,Malawi,1975,0.0,0.0,5299532.0,3.2529424927814903,7.652,92.348,405520.0,4894012.0,7.521941404498496,56.21056427662282,564433
4216,Malawi,1976,0.0,0.0,5478781.0,3.32641161873917,7.9316,92.0684,434555.0,5044226.0,6.915232480897315,58.1118052609249,593811
4217,Malawi,1977,0.0,0.0,5668178.0,3.3985094750933795,8.2112,91.7888,465425.0,5202753.0,6.862844768489347,60.120683071701315,622817
4218,Malawi,1978,0.0,0.0,5862115.0,3.3642734263362097,8.4908,91.5092,497740.0,5364375.0,6.712688567769924,62.17771531607976,654122
4219,Malawi,1979,0.0,0.0,6052940.0,3.20336444461792,8.7704,91.2296,530867.0,5522073.0,6.443366672343384,64.2017394993636,691681
4220,Malawi,1980,0.0,0.0,6236824.0,2.9926974030636,9.05,90.95,564433.0,5672391.0,6.131016838111062,66.15214255409418,738293
4221,Malawi,1981,0.0,0.0,6403934.0,2.6441410571701898,9.2726,90.7274,593811.0,5810123.0,5.073939947368396,67.92462876537971,800706
4222,Malawi,1982,0.0,0.0,6559281.0,2.39685042678941,9.4952,90.5048,622817.0,5936464.0,4.769164875563313,69.57234832414086,873831
4223,Malawi,1983,0.0,0.0,6731171.0,2.58681322585999,9.7178,90.2822,654122.0,6077049.0,4.9041142732952645,71.3955345778532,952174
4224,Malawi,1984,0.0,0.0,6958278.0,3.31829043922419,9.9404,90.0596,691681.0,6266597.0,5.5830988271065065,73.80439117522275,1027147
4225,Malawi,1985,0.0,0.0,7264519.0,4.3070057043190895,10.163,89.837,738293.0,6526226.0,6.52158981059454,77.05259864234196,1092087
4226,Malawi,1986,0.0,0.0,7667832.0,5.403182872563651,10.4424,89.55760000000002,800706.0,6867126.0,8.115307371426514,81.33042002545609,1149303
4227,Malawi,1987,0.0,0.0,8150040.0,6.09889195059769,10.7218,89.2782,873831.0,7276209.0,8.73931546201938,86.44505727619854,1194672
4228,Malawi,1988,0.0,0.0,8655185.0,6.0135728111332,11.0012,88.9988,952174.0,7703011.0,8.586079808569579,91.80298048366569,1233096
4229,Malawi,1989,0.0,0.0,9105429.0,5.07122657107809,11.2806,88.71940000000002,1027147.0,8078282.0,7.579254383169977,96.57858506576157,1273081
4230,Malawi,1990,0.0,0.0,9447123.0,3.68394216702887,11.56,88.44,1092087.0,8355036.0,6.1305488429669595,100.20283198981757,1321534
4231,Malawi,1991,0.0,0.0,9657518.0,2.202642868437,11.9006,88.0994,1149303.0,8508215.0,5.106512719481879,102.43442935935512,1373987
4232,Malawi,1992,0.0,0.0,9759434.0,1.0497727547173898,12.2412,87.75880000000002,1194672.0,8564762.0,3.871599904663357,103.51542214679678,1435975
4233,Malawi,1993,0.0,0.0,9800635.0,0.421277255559605,12.5818,87.4182,1233096.0,8567539.0,3.1656409311816742,103.95242893508696,1505644
4234,Malawi,1994,0.0,0.0,9851737.0,0.520060531895069,12.9224,87.0776,1273081.0,8578656.0,3.1911866741185486,104.49445269410269,1579288
4235,Malawi,1995,0.0,0.0,9964065.0,1.13373360485211,13.263,86.73700000000001,1321534.0,8642531.0,3.7353236296921737,105.68588247772593,1654071
4236,Malawi,1996,0.0,0.0,10153315.0,1.88151322873254,13.5324,86.4676,1373987.0,8779328.0,3.892354925865849,107.69320110309715,1708466
4237,Malawi,1997,0.0,0.0,10404259.0,2.4414988397456003,13.8018,86.1982,1435975.0,8968284.0,4.412732867482765,110.35488969028424,1763684
4238,Malawi,1998,0.0,0.0,10700180.0,2.80453222082896,14.0712,85.9288,1505644.0,9194536.0,4.737665264776787,113.49363597793806,1820684
4239,Malawi,1999,0.0,0.0,11012707.0,2.87892241511617,14.3406,85.6594,1579288.0,9433419.0,4.775339891045727,116.80851718285956,1880990
4240,Malawi,2000,0.0,0.0,11321496.0,2.7653431612869706,14.61,85.39,1654071.0,9667425.0,4.626540935765547,120.08375053033517,1945691
4241,Malawi,2001,0.0,132225.754022886,11623166.0,2.62969560662962,14.6988,85.3012,1708466.0,9914700.0,3.2356369958065003,123.28347475604582,2016331
4242,Malawi,2002,0.0,0.0,11926778.0,2.57859486062191,14.7876,85.2124,1763684.0,10163094.0,3.1808911337738963,126.50379719983029,2091293
4248,Malaysia,1972,5713065.50022812,34949347.641550705,11460080.0,2.45573739885618,35.1332,64.8668,4026293.0,7433787.0,4.874524793047981,34.88077918125095,5080470
4249,Malaysia,1973,5822401.58692733,53973550.04122879,11741849.0,2.42896056748342,35.9728,64.0272,4223872.0,7517977.0,4.7906141395199136,35.738392938669904,5314566
4250,Malaysia,1974,51793527.3759928,196969795.550573,12025930.0,2.39058541388125,36.8124,63.1876,4427033.0,7598897.0,4.697736506567251,36.60304367676153,5559181
4251,Malaysia,1975,10253888.7106754,229663492.37310097,12311782.0,2.34915381983587,37.652,62.348,4635632.0,7676150.0,4.604293557185403,37.47308476639782,5816257
4252,Malaysia,1976,23463170.441641398,423464374.633048,12599655.0,2.3112742553160497,38.5304,61.4696,4854697.0,7744958.0,4.617414635695775,38.349277126769145,6071037
4253,Malaysia,1977,102210178.043838,508223369.326247,12891715.0,2.29154243457902,39.4088,60.5912,5080470.0,7811245.0,4.5457087086752255,39.238213361740975,6338618
4254,Malaysia,1978,134500385.40968,682890365.81559,13191699.0,2.3002911162310697,40.2872,59.7128,5314566.0,7877133.0,4.504757577271671,40.151267691371174,6620621
4255,Malaysia,1979,194957097.439528,2274909316.50877,13504433.0,2.34302337747165,41.1656,58.8344,5559181.0,7945252.0,4.499944248572478,41.10312889971085,6918907
4256,Malaysia,1980,215006784.297387,2589732030.1848,13833739.0,2.4092461526765896,42.044,57.956,5816257.0,8017482.0,4.520613244641559,42.10542991934257,7234729
4257,Malaysia,1981,102933659.47489399,2069727915.86935,14180093.0,2.4728616175850098,42.8138,57.1862,6071037.0,8109056.0,4.287250297697101,43.15961954040482,7571218
4258,Malaysia,1982,60086979.0912198,2241200713.2081103,14543585.0,2.53109233089878,43.5836,56.4164,6338618.0,8204967.0,4.313133293767653,44.265971693806115,7926379
4259,Malaysia,1983,65790581.8881687,2922543580.5927,14926976.0,2.60200429004556,44.3534,55.6466,6620621.0,8306355.0,4.352840858062198,45.432889971085075,8297159
4260,Malaysia,1984,52356244.9396943,3424627580.54111,15333369.0,2.68613880801735,45.1232,54.8768,6918907.0,8414462.0,4.406863698173,46.66981890123269,8678905
